"Time","damper.phi_rel","damper.w_rel"
0.086999999999999994,0.33761377153102207,-0.26152937326532621
0.087599999999999997,0.33745632665750169,-0.26328707983997324
0.088199999999999987,0.33729782718909013,-0.26504389028577419
0.08879999999999999,0.33713827389828221,-0.26679980212068205
0.089399999999999993,0.33697766732637946,-0.2685548100252827
0.089999999999999997,0.33681600801789296,-0.27030890868157892
0.090599999999999986,0.33665329652054427,-0.27206209277298987
0.091199999999999989,0.33648953338526477,-0.27381435698435153
0.091799999999999993,0.33632471916619583,-0.27556569600191649
0.092399999999999996,0.33615885442068888,-0.2773161045133542
0.092999999999999985,0.33599193970930563,-0.27906557720775027
0.093599999999999989,0.33582397559581739,-0.28081410877560775
0.094199999999999992,0.3356549626472059,-0.28256169390884567
0.094799999999999995,0.33548490143366272,-0.28430832730080025
0.095399999999999985,0.33531379252858956,-0.28605400364622385
0.095999999999999988,0.33514163650859807,-0.28779871764128601
0.096599999999999991,0.33496843395350995,-0.2895424639835727
0.097199999999999995,0.33479418544635703,-0.29128523737208661
0.097799999999999998,0.33461889157338104,-0.2930270325072471
0.098399999999999987,0.33444255292403374,-0.29476784409089002
0.098999999999999991,0.33426517009097717,-0.29650766682626828
0.099599999999999994,0.33408674367008312,-0.29824649541805115
0.1002,0.33390727426043354,-0.29998432457232471
0.10079999999999999,0.33372676246432043,-0.30172114899659169
0.10139999999999999,0.33354520888724576,-0.3034569633997713
0.10199999999999999,0.33336261413792156,-0.30519176249219987
0.1026,0.3331789788192781,-0.30692554113075093
0.10319999999999999,0.33299430344564229,-0.30865829565550384
0.10379999999999999,0.3328085887281923,-0.31039001928274784
0.10439999999999999,0.33262183528741457,-0.31212070674569015
0.105,0.33243404374697821,-0.31385035277938911
0.10559999999999999,0.33224521473373569,-0.31557895212075487
0.10619999999999999,0.33205534887772237,-0.31730649950854883
0.10679999999999999,0.33186444681215677,-0.31903298968338434
0.1074,0.33167250917344071,-0.3207584173877257
0.10799999999999998,0.33147953660115881,-0.32248277736588921
0.10859999999999999,0.33128552973807895,-0.32420606436404253
0.10919999999999999,0.331090489230152,-0.32592827313020484
0.10979999999999999,0.33089441572651196,-0.32764939841424673
0.11039999999999998,0.33069730987947599,-0.3293694349678904
0.11099999999999999,0.33049917234454423,-0.33108837754470977
0.11159999999999999,0.33030000378040003,-0.33280622090013001
0.11219999999999999,0.33009980484890972,-0.33452295979142777
0.11279999999999998,0.32989857621512281,-0.33623858897773146
0.11339999999999999,0.32969631854727177,-0.33795310322002103
0.11399999999999999,0.32949303251677237,-0.33966649728112769
0.11459999999999999,0.3292887187982233,-0.34137876592573435
0.1152,0.3290833780694063,-0.34308990392037542
0.11579999999999999,0.32887701101128647,-0.34479990603343674
0.11639999999999999,0.32866961830801172,-0.34650876703515587
0.11699999999999999,0.32846120064691314,-0.34821648169762159
0.1176,0.32825175871850509,-0.3499230447947746
0.11819999999999999,0.32804129310788616,-0.35162845283794342
0.11879999999999999,0.32782980456814104,-0.35333269970656145
0.11939999999999999,0.32761729382986182,-0.35503577969223643
0.12,0.32740376159495427,-0.3567376875977436
0.12059999999999998,0.32718920856847383,-0.35843841822824218
0.12119999999999999,0.32697363545862584,-0.36013796639127554
0.12179999999999999,0.32675704297676511,-0.36183632689677092
0.12239999999999999,0.3265394318373967,-0.36353349455703976
0.12299999999999998,0.32632080275817499,-0.36522946418677738
0.12359999999999999,0.32610115645990428,-0.36692423060306295
0.12419999999999999,0.32588049366653876,-0.36861778862535999
0.12479999999999999,0.3256588151051823,-0.37031013307551586
0.12539999999999998,0.32543612150608853,-0.3720012587777618
0.126,0.32521241360266095,-0.37369116055871349
0.12659999999999999,0.32498769213145257,-0.37537983324737001
0.12719999999999998,0.32476195783216649,-0.37706727167511506
0.1278,0.32453521144765529,-0.37875347067571602
0.12839999999999999,0.32430745372392172,-0.38043842508532422
0.12899999999999998,0.32407868541011792,-0.38212212974247511
0.12959999999999999,0.32384890725854582,-0.38380457948808838
0.13019999999999998,0.32361812002465745,-0.3854857691654674
0.1308,0.32338632446705423,-0.38716569362029968
0.13139999999999999,0.3231535213474877,-0.38884434770065662
0.13199999999999998,0.3229197114308589,-0.39052172625699388
0.1326,0.32268489548521867,-0.3921978241421511
0.13319999999999999,0.32244907421987667,-0.39387263700296754
0.13379999999999997,0.32221224837723084,-0.39554616010573901
0.13439999999999999,0.32197441880697636,-0.39721838738705006
0.13499999999999998,0.32173558628842014,-0.39888931372645353
0.1356,0.3214957516039853,-0.40055893400631704
0.13619999999999999,0.32125491553921121,-0.40222724311182201
0.13679999999999998,0.32101307888275327,-0.40389423593096463
0.13739999999999999,0.3207702424263828,-0.40555990735455522
0.13799999999999998,0.32052640696498774,-0.40722425227621811
0.1386,0.3202815732965717,-0.40888726559239241
0.13919999999999999,0.32003574222225462,-0.41054894220233112
0.13979999999999998,0.31978891454627256,-0.41220927700810184
0.1404,0.31954109107597772,-0.41386826491458639
0.14099999999999999,0.3192922726218384,-0.41552590082948071
0.14159999999999998,0.31904245999743897,-0.41718217966329524
0.14219999999999999,0.31879165401948006,-0.41883709632935467
0.14279999999999998,0.31853985550777841,-0.42049064574379791
0.1434,0.31828706528526673,-0.42214282282557841
0.14399999999999999,0.31803328417799409,-0.42379362249646352
0.14459999999999998,0.31777851301512555,-0.42544303968103514
0.1452,0.31752275262894236,-0.42709106930668961
0.14579999999999999,0.31726600385484183,-0.42873770630363711
0.14639999999999997,0.31700826753133748,-0.4303829456049027
0.14699999999999999,0.31674954450005893,-0.43202678214632539
0.14759999999999998,0.31648983560575183,-0.43366921086655835
0.1482,0.31622914167917304,-0.43531022680900128
0.14879999999999999,0.31596746344675047,-0.43694982566014984
0.14939999999999998,0.31570480187833394,-0.43858800167729456
0.14999999999999999,0.31544115782902687,-0.44022474982289983
0.15059999999999998,0.31517653215695696,-0.44186006506279329
0.15119999999999997,0.31491092572327406,-0.4434939423661774
0.15179999999999999,0.31464433939214809,-0.44512637670563887
0.15239999999999998,0.31437677403076819,-0.4467573630571593
0.153,0.31410823050934,-0.44838689640012619
0.15359999999999999,0.31383870970108457,-0.45001497171734228
0.15419999999999998,0.31356821248223632,-0.45164158399503707
0.15479999999999999,0.31329673973204131,-0.45326672822287634
0.15539999999999998,0.31302429233275569,-0.45489039939397335
0.156,0.31275087116964356,-0.45651259250489867
0.15659999999999999,0.31247647713097587,-0.45813330255569057
0.15719999999999998,0.31220111110802778,-0.45975252454986576
0.1578,0.31192477399507784,-0.46137025349443006
