"Time","absoluteAcceleration.a[1]","absoluteAcceleration.a[2]","absoluteAcceleration.z","absoluteAcceleration1.a[1]","absoluteAcceleration1.a[2]","absoluteAcceleration1.z","relativeAcceleration.a_rel[1]","relativeAcceleration.a_rel[2]","relativeAcceleration.z_rel","relativeAcceleration1.a_rel[1]","relativeAcceleration1.a_rel[2]","relativeAcceleration1.z_rel","relativeAcceleration2.a_rel[1]","relativeAcceleration2.a_rel[2]","relativeAcceleration2.z_rel","relativeAcceleration3.a_rel[1]","relativeAcceleration3.a_rel[2]","relativeAcceleration3.z_rel"
0,0.31683734184965789,-0.4756097384720645,0.97581462830919596,0.56799731487677363,-0.063004561839582751,0.97581462830919596,0.31683734184965789,-0.4756097384720645,0.97581462830919596,0.31683734184965789,-0.4756097384720645,0.97581462830919596,0.45554396930829838,-0.26236164114818694,0.97581462830919596,0.16393822685769932,-0.54746212863957644,0.97581462830919596
0.001,0.31664656908119843,-0.47471202287117931,0.97520031682854336,0.56716817022965971,-0.062744091735245866,0.97520031682854336,0.31664656908119843,-0.47471202287117931,0.97520031682854336,0.31664656908119843,-0.47471202287117931,0.97520031682854336,0.45427011766549774,-0.2628863347051692,0.97520031682854336,0.16401825659250027,-0.5465478623814185,0.97520031682854336
0.002,0.3164554156139035,-0.47381370043985199,0.97458496292880104,0.56633846304424651,-0.062483582424144396,0.97458496292880104,0.3164554156139035,-0.47381370043985199,0.97458496292880104,0.3164554156139035,-0.47381370043985199,0.97458496292880104,0.45299526356016673,-0.2634110825000362,0.97458496292880104,0.16409809968324518,-0.54563290450285529,0.97458496292880104
0.0030000000000000001,0.31626388158339019,-0.47291477302726659,0.97396856799753961,0.56550819595708279,-0.062223031483441965,0.97396856799753961,0.31626388158339019,-0.47291477302726659,0.97396856799753961,0.31626388158339019,-0.47291477302726659,0.97396856799753961,0.45171940926623833,-0.26393587606884933,0.97396856799753961,0.16417775571897614,-0.54471725681192062,0.97396856799753961
0.0040000000000000001,0.31607196674229954,-0.47201524082748314,0.97335113200018719,0.56467737003630203,-0.061962436222742501,0.97335113200018719,0.31607196674229954,-0.47201524082748314,0.97335113200018719,0.31607196674229954,-0.47201524082748314,0.97335113200018719,0.45044255470058492,-0.2644607079031584,0.97335113200018719,0.16425722440640492,-0.54380091942187458,0.97335113200018719
0.0050000000000000001,0.31587967181740728,-0.47111510822026798,0.9727326585129461,0.56384599032150362,-0.061701794619205746,0.9727326585129461,0.31587967181740728,-0.47111510822026798,0.9727326585129461,0.31587967181740728,-0.47111510822026798,0.9727326585129461,0.44916470575383849,-0.26498556809952689,0.9727326585129461,0.1643365051600309,-0.54288389673359705,0.9727326585129461
0.0060000000000000001,0.31568699634697606,-0.47021437448081255,0.97211314670884708,0.56301405700926277,-0.061441103838782873,0.97211314670884708,0.31568699634697606,-0.47021437448081255,0.97211314670884708,0.31568699634697606,-0.47021437448081255,0.97211314670884708,0.44788586104528555,-0.26551044967500165,0.97211314670884708,0.16441559775020601,-0.54196618791895124,0.97211314670884708
0.0070000000000000001,0.3154939399827813,-0.46931303937520868,0.97149259618409201,0.56218157076377895,-0.061180361122056548,0.97149259618409201,0.3154939399827813,-0.46931303937520868,0.97149259618409201,0.3154939399827813,-0.46931303937520868,0.97149259618409201,0.4466060198963151,-0.26603534536617712,0.97149259618409201,0.16449450191230944,-0.54104779265243863,0.97149259618409201
0.0080000000000000002,0.3153005024463193,-0.46841110297185962,0.97087100679545424,0.56134853253756267,-0.06091956375533597,0.97087100679545424,0.3153005024463193,-0.46841110297185962,0.97087100679545424,0.3153005024463193,-0.46841110297185962,0.97087100679545424,0.44532518206253024,-0.26656024773695436,0.97087100679545424,0.16457321736000774,-0.54012871091804693,0.97087100679545424
0.0090000000000000011,0.31510668649655849,-0.4675085783011167,0.97024838961330562,0.56051495557932929,-0.060658711096381823,0.97024838961330562,0.31510668649655849,-0.4675085783011167,0.97024838961330562,0.31510668649655849,-0.4675085783011167,0.97024838961330562,0.44404336579110226,-0.26708514198983779,0.97024838961330562,0.16465174292200946,-0.53920895598340746,0.97024838961330562
0.01,0.31491249092023715,-0.4666054614391475,0.96962474104170271,0.55968083704941107,-0.06039779981173754,0.96962474104170271,0.31491249092023715,-0.4666054614391475,0.96962474104170271,0.31491249092023715,-0.4666054614391475,0.96962474104170271,0.44276056516958007,-0.26761002295449043,0.96962474104170271,0.16473007858528413,-0.53828852374141722,0.96962474104170271
0.010999999999999999,0.31471791486748629,-0.465701750018848,0.96900005883073514,0.55884617558938277,-0.060136826805849336,0.96900005883073514,0.31471791486748629,-0.465701750018848,0.96900005883073514,0.31471791486748629,-0.465701750018848,0.96900005883073514,0.44147677650198336,-0.2681348845777547,0.96900005883073514,0.16480822422917235,-0.53736741167992574,0.96900005883073514
0.012,0.31452295805875052,-0.46479744410975948,0.96837434283821733,0.5580109721541634,-0.059875789368967758,0.96837434283821733,0.31452295805875052,-0.46479744410975948,0.96837434283821733,0.31452295805875052,-0.46479744410975948,0.96837434283821733,0.44019199956983901,-0.26865971942318662,0.96837434283821733,0.16488617956600204,-0.53644561978370153,0.96837434283821733
0.013000000000000001,0.31432762021390753,-0.46389254378176797,0.96774759292207535,0.5571752277005545,-0.059614684789012107,0.96774759292207535,0.31432762021390753,-0.46389254378176797,0.96774759292207535,0.31432762021390753,-0.46389254378176797,0.96774759292207535,0.43890623415857843,-0.26918452005458826,0.96774759292207535,0.16496394430745814,-0.53552314803767709,0.96774759292207535
0.014,0.31413190105226829,-0.46298704910510652,0.96711980894034988,0.55633894318725485,-0.059353510351577293,0.96711980894034988,0.31413190105226829,-0.46298704910510652,0.96711980894034988,0.31413190105226829,-0.46298704910510652,0.96711980894034988,0.43761948005758594,-0.26970927903601505,0.96711980894034988,0.16504151816458235,-0.53459999642695122,0.96711980894034988
0.014999999999999999,0.31393580029257773,-0.46208096015035582,0.9664909907512016,0.55550211957487561,-0.059092263339938306,0.9664909907512016,0.31393580029257773,-0.46208096015035582,0.9664909907512016,0.31393580029257773,-0.46208096015035582,0.9664909907512016,0.43633173706024747,-0.27023398893178102,0.9664909907512016,0.16511890084777317,-0.53367616493678938,0.9664909907512016
0.016,0.31373931765301488,-0.46117427698844587,0.96586113821291375,0.55466475782595448,-0.058830941035057621,0.96586113821291375,0.31373931765301488,-0.46117427698844587,0.96586113821291375,0.31373931765301488,-0.46117427698844587,0.96586113821291375,0.43504300496399806,-0.27075864230646657,0.96586113821291375,0.16519609206678609,-0.53275165355262588,0.96586113821291375
0.017000000000000001,0.31354245697172978,-0.46026701713243579,0.96523026631982778,0.55382687543286613,-0.058569543554031239,0.96523026631982778,0.31354245697172978,-0.46026701713243579,0.96523026631982778,0.31354245697172978,-0.46026701713243579,0.96523026631982778,0.43375330848642485,-0.27128322188924681,0.96523026631982778,0.16527309037173915,-0.53182648014444889,0.96523026631982778
0.018000000000000002,0.31334521763219059,-0.4593591792275179,0.96459837369485535,0.55298847199773993,-0.058308067976469785,0.96459837369485535,0.31334521763219059,-0.4593591792275179,0.96459837369485535,0.31334521763219059,-0.4593591792275179,0.96459837369485535,0.43246264542444601,-0.27180772104822015,0.96459837369485535,0.16534989556914759,-0.53090064323639297,0.96459837369485535
0.019,0.31314759708529977,-0.45845075374748068,0.96396545186865423,0.55214953938650901,-0.058046510034594545,0.96396545186865423,0.31314759708529977,-0.45845075374748068,0.96396545186865423,0.31314759708529977,-0.45845075374748068,0.96396545186865423,0.43117100189310731,-0.2723321377608191,0.96396545186865423,0.16542650800649195,-0.52997413297321261,0.96396545186865423
0.02,0.31294959504823006,-0.45754174076441756,0.9633315007006803,0.55131007856450243,-0.057784867013664254,0.9633315007006803,0.31294959504823006,-0.45754174076441756,0.9633315007006803,0.31294959504823006,-0.45754174076441756,0.9633315007006803,0.42987837771719695,-0.27285646459274804,0.9633315007006803,0.16550292739222511,-0.52904694934116059,0.9633315007006803
0.021000000000000001,0.31275121123759553,-0.45663214035077448,0.9626965200505333,0.55047009049902906,-0.057523136196693192,0.9626965200505333,0.31275121123759553,-0.45663214035077448,0.9626965200505333,0.31275121123759553,-0.45663214035077448,0.9626965200505333,0.42858477272580858,-0.27338069411012134,0.9626965200505333,0.16557915343416257,-0.52811909232666321,0.9626965200505333
0.021999999999999999,0.31255244536945259,-0.455721952579353,0.96206050977796187,0.54962957615939501,-0.057261314864456681,0.96206050977796187,0.31255244536945259,-0.455721952579353,0.96206050977796187,0.31255244536945259,-0.455721952579353,0.96206050977796187,0.42729018675239205,-0.27390481887946949,0.96206050977796187,0.16565518583948263,-0.52719056191632374,0.96206050977796187
0.023,0.31235329715929983,-0.45481117752331002,0.96142346974286552,0.54878853651691673,-0.056999400295497826,0.96142346974286552,0.31235329715929983,-0.45481117752331002,0.96142346974286552,0.31235329715929983,-0.45481117752331002,0.96142346974286552,0.42599461963479851,-0.2744288314677466,0.96142346974286552,0.16573102431472628,-0.52626135809692254,0.96142346974286552
0.024,0.31215376632207892,-0.45389981525616041,0.96078539980530131,0.54794697254493663,-0.056737389766133073,0.96078539980530131,0.31215376632207892,-0.45389981525616041,0.96078539980530131,0.31215376632207892,-0.45389981525616041,0.96078539980530131,0.42469807121532976,-0.27495272444233665,0.96078539980530131,0.16580666856579715,-0.52533148085541903,0.96078539980530131
0.025000000000000001,0.31195385649243113,-0.45298788232240711,0.96014631415996954,0.54710490080950525,-0.056475283280924021,0.96014631415996954,0.31195385649243113,-0.45298788232240711,0.96014631415996954,0.31195385649243113,-0.45298788232240711,0.96014631415996954,0.42340056490738065,-0.27547648115295553,0.96014631415996954,0.16588211723137547,-0.52440094707606644,0.96014631415996954
0.026000000000000002,0.31175357029723949,-0.45207539101750099,0.95950622330620183,0.546262333840835,-0.056213080181274411,0.95950622330620183,0.31175357029723949,-0.45207539101750099,0.95950622330620183,0.31175357029723949,-0.45207539101750099,0.95950622330620183,0.42210211808378184,-0.27600008732846415,0.95950622330620183,0.16595736922872004,-0.52346976928508926,0.95950622330620183
0.027,0.31155290276448411,-0.45116232171766085,0.9588651099630302,0.54541925396066315,-0.055950774504378825,0.9588651099630302,0.31155290276448411,-0.45116232171766085,0.9588651099630302,0.31155290276448411,-0.45116232171766085,0.9588651099630302,0.42080270244214651,-0.27652354656281336,0.9588651099630302,0.16603242554050293,-0.52253792726249404,0.9588651099630302
0.028000000000000001,0.31135185360867451,-0.4502486744974844,0.95822297399208201,0.54457566214336306,-0.055688363536890412,0.95822297399208201,0.31135185360867451,-0.4502486744974844,0.95822297399208201,0.31135185360867451,-0.4502486744974844,0.95822297399208201,0.41950231785798453,-0.27704685142610702,0.95822297399208201,0.16610728587189807,-0.52160542099614982,0.95822297399208201
0.029000000000000001,0.31115042254377273,-0.44933444943193052,0.95757981525516134,0.54373155936537942,-0.055425844563319893,0.95757981525516134,0.31115042254377273,-0.44933444943193052,0.95757981525516134,0.31115042254377273,-0.44933444943193052,0.95757981525516134,0.41820096421151565,-0.27756999448906955,0.95757981525516134,0.16618194992745003,-0.52067225047411059,0.95757981525516134
0.029999999999999999,0.31094860928319368,-0.44841964659632,0.95693563361425382,0.54288694660524273,-0.055163214866041338,0.95693563361425382,0.31094860928319368,-0.44841964659632,0.95693563361425382,0.31094860928319368,-0.44841964659632,0.95693563361425382,0.41689864138771715,-0.27809296832305286,0.95693563361425382,0.16625641741107453,-0.51973841568461654,0.95693563361425382
0.031,0.3107464135398057,-0.44750426606633653,0.95629042893152949,0.54204182484358354,-0.054900471725298411,0.95629042893152949,0.3107464135398057,-0.44750426606633653,0.95629042893152949,0.3107464135398057,-0.44750426606633653,0.95629042893152949,0.41559534927636965,-0.27861576550004419,0.95629042893152949,0.16633068802605838,-0.51880391661609537,0.95629042893152949
0.032000000000000001,0.31054383502593086,-0.446588307918029,0.95564420106934822,0.54119619506314809,-0.054637612419210169,0.95564420106934822,0.31054383502593086,-0.446588307918029,0.95564420106934822,0.31054383502593086,-0.446588307918029,0.95564420106934822,0.41429108777210583,-0.27913837859267238,0.95564420106934822,0.16640476147505928,-0.51786875325716408,0.95564420106934822
0.033000000000000002,0.31034087565567448,-0.44567178139390301,0.9549969578980434,0.54035006691879317,-0.054374635763391466,0.9549969578980434,0.31034087565567448,-0.44567178139390301,0.9549969578980434,0.31034087565567448,-0.44567178139390301,0.9549969578980434,0.41298586990240749,-0.27966079510201469,0.9549969578980434,0.16647863688629821,-0.51693293500610482,0.9549969578980434
0.034000000000000002,0.31013754157460566,-0.44475471333461203,0.95434872266458615,0.53950346669894667,-0.05411154356615408,0.95434872266458615,0.31013754157460566,-0.44475471333461203,0.95434872266458615,0.31013754157460566,-0.44475471333461203,0.95434872266458615,0.41167973393453411,-0.28018299279431813,0.95434872266458615,0.1665523122893644,-0.51599648932755271,0.95434872266458615
0.035000000000000003,0.30993382610785458,-0.44383707722461663,0.95369947200223204,0.53865637022539103,-0.053848328671840362,0.95369947200223204,0.30993382610785458,-0.44383707722461663,0.95369947200223204,0.30993382610785458,-0.44383707722461663,0.95369947200223204,0.41037264172211352,-0.2807049789625124,0.95369947200223204,0.16662578905344164,-0.51505938891302827,0.95369947200223204
0.036000000000000004,0.3097297289674642,-0.44291887314104944,0.95304920577508945,0.53780877848185416,-0.053584988370361103,0.95304920577508945,0.3097297289674642,-0.44291887314104944,0.95304920577508945,0.3097297289674642,-0.44291887314104944,0.95304920577508945,0.40906459319507088,-0.28122674618392673,0.95304920577508945,0.16669906688060376,-0.51412163375210329,0.95304920577508945
0.036999999999999998,0.30952524986494101,-0.4420001011614112,0.95239792384747635,0.53696069245422196,-0.053321519949588364,0.95239792384747635,0.30952524986494101,-0.4420001011614112,0.95239792384747635,0.30952524986494101,-0.4420001011614112,0.95239792384747635,0.40775558828843783,-0.28174828703673022,0.95239792384747635,0.1667721454723041,-0.51318322383454484,0.95239792384747635
0.037999999999999999,0.30932038851125621,-0.44108076136357127,0.9517456260839251,0.53611211313055307,-0.053057920695360999,0.9517456260839251,0.30932038851125621,-0.44108076136357127,0.9517456260839251,0.30932038851125621,-0.44108076136357127,0.9517456260839251,0.40644562694239894,-0.28226959409993924,0.9517456260839251,0.16684502452937622,-0.51224415915031574,0.9517456260839251
