"Time","body.phi","revolute1.w","absolutePosition.r[1]","absolutePosition.r[2]","absolutePosition.phi","absoluteVelocity.v[1]","absoluteVelocity.v[2]","absoluteVelocity.w","absoluteAcceleration.a[1]","absoluteAcceleration.a[2]","absoluteAcceleration.z"
0,0,10,10,0,0,0,100,10,-1000,9.990009990009991,0.99900099900099903
0.00020000000000000001,0.0020000199800747891,10.0001998001998,10,3.4694469519536142e-18,0,2.7755575615628914e-17,100.00199800199802,10.0001998001998,-1000.0399604391614,9.990009990009991,0.99900099900099892
0.00040000000000000002,0.0040000799201413261,10.0003996003996,9.9999999999999982,0,0,5.5511151231257827e-17,100.00399600399601,10.0003996003996,-1000.0799216767248,9.990009990009991,0.99900099900099903
0.00060000000000000006,0.0060001798202453547,10.0005994005994,10,6.9388939039072284e-18,0,0,100.00599400599401,10.0005994005994,-1000.1198837126908,9.990009990009991,0.99900099900099892
0.00080000000000000004,0.0080003196803887511,10.0007992007992,9.9999999999999982,0,0,0,100.00799200799199,10.0007992007992,-1000.1598465470589,9.9900099900099892,0.99900099900099915
0.001,0.010000499500570938,10.000999000999,10.000000000000002,0,0,2.2204460492503131e-16,100.00999000999002,10.000999000999,-1000.19981017983,9.9900099900099892,0.99900099900099892
0.0012000000000000001,0.012000719280792212,10.001198801198802,10,1.3877787807814457e-17,0,0,100.01198801198801,10.001198801198802,-1000.2397746110033,9.9900099900099892,0.99900099900099903
0.0014,0.014000979021053935,10.001398601398602,10.000000000000002,-2.7755575615628914e-17,0,0,100.01398601398603,10.001398601398602,-1000.2797398405792,9.990009990009991,0.99900099900099903
0.0016000000000000001,0.016001278721355362,10.001598401598402,10,0,0,0,100.01598401598403,10.001598401598402,-1000.3197058685572,9.9900099900099946,0.99900099900099903
0.0018000000000000002,0.018001618381696487,10.001798201798202,10,0,0,2.2204460492503131e-16,100.01798201798204,10.001798201798202,-1000.3596726949377,9.9900099900099946,0.99900099900099937
0.002,0.020001998002077311,10.001998001998002,10.000000000000002,0,0,4.4408920985006262e-16,100.01998001998004,10.001998001998002,-1000.3996403197203,9.9900099900099892,0.99900099900099859
0.0022000000000000001,0.022002417582497834,10.002197802197802,10.000000000000002,-2.7755575615628914e-17,0,4.4408920985006262e-16,100.02197802197803,10.002197802197802,-1000.4396087429056,9.9900099900099928,0.99900099900099892
0.0024000000000000002,0.024002877122958285,10.002397602397602,10,-2.7755575615628914e-17,0,0,100.02397602397603,10.002397602397602,-1000.4795779644932,9.9900099900099946,0.99900099900099903
0.0026000000000000003,0.026003376623458901,10.002597402597402,10,0,0,-8.8817841970012523e-16,100.02597402597399,10.002597402597402,-1000.5195479844829,9.9900099900099875,0.99900099900099937
0.0028,0.028003916083999388,10.002797202797202,9.9999999999999982,0,0,-4.4408920985006262e-16,100.027972027972,10.002797202797202,-1000.5595188028751,9.990009990009991,0.99900099900099992
0.0030000000000000001,0.030004495504579762,10.002997002997002,9.9999999999999982,5.5511151231257827e-17,0,-4.4408920985006262e-16,100.02997002997,10.002997002997002,-1000.59949041967,9.9900099900099839,0.99900099900099915
0.0032000000000000002,0.032005114885200019,10.003196803196802,10,0,0,0,100.03196803196802,10.003196803196802,-1000.6394628348672,9.9900099900099946,0.99900099900099981
0.0034000000000000002,0.034005774225860153,10.003396603396602,10,5.5511151231257827e-17,0,-4.4408920985006262e-16,100.03396603396602,10.003396603396602,-1000.6794360484668,9.9900099900099839,0.99900099900099903
0.0036000000000000003,0.036006473526560168,10.003596403596404,10,0,0,0,100.03596403596403,10.003596403596404,-1000.719410060469,9.990009990009991,0.99900099900099903
0.0038,0.038007212787300064,10.003796203796204,10,5.5511151231257827e-17,0,4.4408920985006262e-16,100.03796203796205,10.003796203796204,-1000.7593848708734,9.990009990009991,0.99900099900099903
0.0040000000000000001,0.040007992008079842,10.003996003996004,10.000000000000002,-5.5511151231257827e-17,0,4.4408920985006262e-16,100.03996003996005,10.003996003996004,-1000.7993604796803,9.990009990009991,0.99900099900099892
0.0042000000000000006,0.042008811188899493,10.004195804195804,10,0,0,8.8817841970012523e-16,100.04195804195804,10.004195804195804,-1000.8393368868892,9.9900099900099875,0.99900099900099903
0.0044000000000000003,0.044009670329759033,10.004395604395604,10,5.5511151231257827e-17,0,0,100.04395604395606,10.004395604395604,-1000.879314092501,9.9900099900099875,0.99900099900099903
0.0045999999999999999,0.046010569430658448,10.004595404595404,10,0,0,0,100.04595404595405,10.004595404595404,-1000.9192920965149,9.9900099900099946,0.99900099900099981
0.0048000000000000004,0.048011508491598062,10.004795204795204,10,0,0,0,100.04795204795202,10.004795204795204,-1000.9592708989311,9.9900099900099804,0.99900099900099837
0.0050000000000000001,0.050012487512577669,10.004995004995004,10,-5.5511151231257827e-17,0,-8.8817841970012523e-16,100.04995004995006,10.004995004995004,-1000.9992504997499,9.9900099900099946,0.99900099900099981
0.0052000000000000006,0.052013506493597227,10.005194805194805,10,0,0,0,100.05194805194805,10.005194805194805,-1001.0392308989711,9.9900099900099875,0.99900099900099759
0.0054000000000000003,0.054014565434656714,10.005394605394605,10,-1.1102230246251565e-16,0,0,100.05394605394604,10.005394605394605,-1001.0792120965945,9.9900099900099875,0.99900099900099903
0.0055999999999999999,0.056015664335756145,10.005594405594405,10,0,0,0,100.05594405594404,10.005594405594405,-1001.1191940926204,9.9900099900099875,0.99900099900099981
0.0058000000000000005,0.058016803196895526,10.005794205794205,10,0,0,0,100.05794205794204,10.005794205794205,-1001.1591768870488,9.9900099900099946,0.99900099900099837
