"Time","damper.phi_rel","damper.w_rel","force_inWorld.force[1]","force_inWorld.force[2]","force_inFrameA.force[1]","force_inFrameA.force[2]","force_inFrameResolve.force[1]","force_inFrameResolve.force[2]"
0.022799999999999997,0.34827385043676012,-0.069434925719714727,-0.00063895300542439243,-8.4228331030952901e-05,-0.0007231813364553455,0,-0.00072125992345530683,-1.9214130000384782e-06
0.023399999999999997,0.3482316438316006,-0.071258253151434386,-0.00067297141818431223,-8.8689378144774165e-05,-0.00076166079632908627,0,-0.00075964045594358758,-2.0203403854989026e-06
0.023999999999999997,0.34818834317969649,-0.073081331585113332,-0.00070786890074503418,-9.3263253192958493e-05,-0.00080113215393799286,1.8055593228630335e-36,-0.00079901068094246025,-2.1214729955323326e-06
0.024599999999999997,0.34814394860363962,-0.074904157427173976,-0.00074364518593296523,-9.7949734048264007e-05,-0.00084159491998122931,1.8055593228630335e-36,-0.00083937013634114929,-2.2247836400800715e-06
0.025199999999999997,0.34809846022602159,-0.076726727084038812,-0.0007803000037278861,-0.00010274859362640003,-0.00088304859735428615,0,-0.00088071835282955285,-2.3302445247334758e-06
0.025799999999999997,0.34805187816943434,-0.078549036962130225,-0.00081783308125667371,-0.00010765959989504109,-0.00092549268115171498,0,-0.00092305485389582327,-2.4378272558913383e-06
0.026399999999999996,0.34800420255646936,-0.08037108346787071,-0.00085624414278691037,-0.00011268251588300575,-0.00096892665866991608,1.8055593228630335e-36,-0.00096637915582388414,-2.547502846031705e-06
0.026999999999999996,0.34795543440781551,-0.082192849864582793,-0.00089553262273546171,-0.00011781706259381515,-0.0010133496853292772,0,-0.0010106904443675142,-2.6592409617626343e-06
0.027599999999999996,0.34790557364036179,-0.084014335569021187,-0.00093569828767453708,-0.00012306299949107767,-0.0010587612871656147,0,-0.0010559882755844009,-2.7730115812140401e-06
0.028199999999999996,0.3478546200491287,-0.085835541781412561,-0.00097674094781951691,-0.00012842008711677632,-0.0011051610349362936,0,-0.0011022722507119441,-2.8887842243491848e-06
0.028799999999999999,0.34780257378651713,-0.087656464471942405,-0.0010186602979914583,-0.00013388806656667692,-0.0011525483645581354,0,-0.001149541837016024,-3.0065275421114129e-06
0.029399999999999999,0.34774943500492783,-0.089477099610796237,-0.0010614560292698865,-0.00013946667394416627,-0.0012009227032140528,1.8055593228630335e-36,-0.0011977964935956306,-3.1262096184222313e-06
0.029999999999999999,0.34769520385676145,-0.091297443168159562,-0.0011051278289855462,-0.00014515564037095231,-0.0012502834693564988,0,-0.0012470356713802919,-3.2477979762069059e-06
0.030599999999999999,0.34763988049441891,-0.093117491114217896,-0.0011496753807130294,-0.00015095469199793773,-0.0013006300727109673,0,-0.0012972588131274334,-3.3712595835336382e-06
0.031199999999999999,0.34758346507030091,-0.094937239419156758,-0.0011950983642632779,-0.0001568635500162658,-0.0013519619142795436,1.8055593228630335e-36,-0.0013484653534196777,-3.496560859865899e-06
0.031799999999999995,0.347525957736808,-0.096756684053161651,-0.0012413964556759621,-0.00016288193066853969,-0.0014042783863445019,0,-0.001400654718662074,-3.6236676824276974e-06
0.032399999999999998,0.34746735864634132,-0.098575820986418122,-0.0012885693272117378,-0.00016900954526021455,-0.0014575788724719523,7.2222372914521342e-36,-0.0014538263270792709,-3.752545392681532e-06
0.032999999999999995,0.3474076679513014,-0.10039464618911162,-0.0013366166473443759,-0.00017524610017115964,-0.0015118627475155355,0,-0.0015079795887126175,-3.8831588029182851e-06
0.033599999999999998,0.34734688580408901,-0.10221315563142773,-0.0013855380807527747,-0.00018159129686739521,-0.0015671293776201702,-7.2222372914521342e-36,-0.0015631139054172107,-4.0154722029593627e-06
0.034199999999999994,0.34728501239764054,-0.10403134526714744,-0.001435333287818053,-0.00018804483189581287,-0.0016233781197138657,0,-0.0016192286703415591,-4.1494493723068542e-06
0.034799999999999998,0.34722204946090313,-0.10584921042843771,-0.0014860019059669573,-0.00019460639628159556,-0.0016806083022485529,0,-0.0016763232484559617,-4.2850537925914068e-06
0.035399999999999994,0.34715799590553886,-0.10766674758760332,-0.0015375436030370406,-0.00020127567737686196,-0.0017388192804139023,0,-0.0017343970323373291,-4.4222480765735541e-06
0.035999999999999997,0.34709285191144246,-0.10948395270370313,-0.0015899580278240959,-0.00020805235711990967,-0.0017980103849440051,0,-0.0017934493904401649,-4.5609945038405854e-06
0.036599999999999994,0.3470266176585089,-0.11130082173579595,-0.0016432448252601628,-0.00021493611259935141,-0.0018581809378595141,7.2222372914521342e-36,-0.0018534796829920567,-4.7012548674568117e-06
0.037199999999999997,0.346959293326633,-0.11311735064294058,-0.0016974036364046448,-0.00022192661606705057,-0.0019193302524716949,0,-0.001914487261990346,-4.8429904813492128e-06
0.037799999999999993,0.34689087909570959,-0.11493353538419587,-0.0017524340984353057,-0.00022902353495122543,-0.001981457633386531,-7.2222372914521342e-36,-0.001976471471198729,-4.9861621878019419e-06
