"Time","body.phi","inertia.phi","inertia.w","prismatic.s","prismatic.v","revolute.w"
0,0,0,0,1,0,0
0.0040000000000000001,-5.7020635163943292e-07,1.4118326009459413e-05,0.0066805694157907056,1.0000000000000984,1.3035687564973679e-10,-0.00039982744976338133
0.0080000000000000002,-3.8089439019060482e-06,5.1430492075312281e-05,0.01181722898518345,1.0000000000039249,2.5446188714725345e-09,-0.0012675063681197812
0.012,-1.0967316091016414e-05,0.00010780786385085609,0.016306244796815198,1.0000000000305573,1.2529191690620687e-08,-0.0023314409705495641
0.016,-2.2569245907265762e-05,0.00018152149545292668,0.02052280670716608,1.0000000001217684,3.5673865100332177e-08,-0.0034779373607905398
0.02,-3.883491603090725e-05,0.00027184478403256249,0.024624556662737541,1.0000000003392222,7.6214354083164829e-08,-0.0046592252511970817
0.024,-5.9859311232018778e-05,0.00037846427981061962,0.028679494249885321,1.0000000007584278,1.3691568810190806e-07,-0.0058546987050703374
0.028000000000000001,-8.5680272805673525e-05,0.0005012551064675309,0.032714708090447749,1.0000000014636585,2.1946572591155663e-07,-0.0070561490470112728
0.032000000000000001,-0.00011631285557097382,0.00064016758302187803,0.036740974426607724,1.0000000025445426,3.248634164821669e-07,-0.0082603107462585392
0.036000000000000004,-0.00015176449411030769,0.00079517717522665512,0.040763615224026863,1.0000000040937396,4.5369869599613173e-07,-0.0094655710823869071
0.040000000000000001,-0.00019203841827489801,0.00096627322439596082,0.044784942534053566,1.0000000062056356,6.0631814301713344e-07,-0.010671229429482216
0.043999999999999997,-0.00023713555162179105,0.0011534526825548611,0.048805617621147178,1.000000008975876,7.8289558222872591e-07,-0.011877085399346199
0.048000000000000001,-0.00028705622081761034,0.0013567144713923858,0.05282587431699079,1.0000000125005926,9.8354232158921992e-07,-0.013083068128098526
0.052000000000000005,-0.00034180069747110438,0.0015760576941971343,0.056845907107191652,1.0000000168762759,1.2083257296169297e-06,-0.014289118674098638
0.056000000000000001,-0.00040136918330134182,0.0018114816847287502,0.060865860491054066,1.0000000221996299,1.4572839610118574e-06,-0.015495193241860324
0.059999999999999998,-0.00046576190801877001,0.002062985684410447,0.064885898994520255,1.000000028567305,1.7304624084278728e-06,-0.016701241967478971
0.064000000000000001,-0.00053497873494792617,0.0023305701434239152,0.068905924923754386,1.0000000360762724,2.0278619237717696e-06,-0.01790729444555424
0.068000000000000005,-0.00060901972716566474,0.0026142348529365378,0.072925983547375325,1.0000000448233342,2.3495070047188583e-06,-0.019113336949813441
0.072000000000000008,-0.00068788492075162061,0.0029139796930371061,0.076946100841266157,1.0000000549053665,2.6954120339763782e-06,-0.020319361599275578
0.075999999999999998,-0.00077157423437837643,0.0032298049306467378,0.080966218854962094,1.0000000664195314,3.0655533410819911e-06,-0.021525385941597825
0.080000000000000002,-0.0008600877084099861,0.0035617104318538652,0.084986366603956962,1.000000079462654,3.4599521663968542e-06,-0.022731401175504231
0.084000000000000005,-0.00095342530831685928,0.0039096963088952755,0.089006519674376686,1.0000000941317879,3.8786003742530904e-06,-0.023937414685164349
0.087999999999999995,-0.0010515870036644928,0.0042737626605801422,0.093026656568382354,1.0000001105239726,4.3214915364545304e-06,-0.025143432971538929
0.091999999999999998,-0.0011545727908161185,0.004653909497796373,0.097046774879530964,1.0000001287361604,4.7886301201895585e-06,-0.026349456752959324
0.096000000000000002,-0.001262382704996222,0.0050501366998892874,0.1010669005955331,1.0000001488653687,5.2800150550688235e-06,-0.02755547812999453
0.10000000000000001,-0.0013750167284874285,0.005462444324135036,0.10508702124510552,1.0000001710085871,5.795646091061717e-06,-0.028761500870356421
0.10400000000000001,-0.0014924748591801963,0.0058908323753538291,0.1091071356950931,1.0000001952628119,6.3355227362869841e-06,-0.029967525302156732
0.108,-0.0016147570949649843,0.0063353008583658778,0.11312724281234067,1.0000002217250417,6.8996444988633699e-06,-0.031173551753507209
0.112,-0.0017418634337322519,0.0067958497779913984,0.11714734146369311,1.0000002504922734,7.4880108869096236e-06,-0.032379580552519591
0.11600000000000001,-0.0018737938848068902,0.0072724790974971563,0.12116743938330674,1.0000002816614646,8.1006267400850523e-06,-0.033585609328525862
0.12,-0.0020105484460385113,0.0077651888218517942,0.12518753540635097,1.0000003153296131,8.7374915474633208e-06,-0.034791638419278216
0.124,-0.0021521271144780787,0.0082739789589263164,0.12920762774864752,1.0000003515937195,9.3986044257303969e-06,-0.035997668351028279
0.128,-0.0022985298897336024,0.00879884950729924,0.13322771660898897,1.0000003905507748,1.0083965683849015e-05,-0.037203699046507506
0.13200000000000001,-0.0024497567714130931,0.0093398004655490877,0.13724780218616772,1.0000004322977705,1.0793575630781901e-05,-0.038409730428447308
0.13600000000000001,-0.0026058077593347144,0.009896831819063874,0.14126788700149615,1.0000004769317046,1.1527433407902962e-05,-0.039615761682537831
0.14000000000000001,-0.002766682853267977,0.010469943556285242,0.14528797303861771,1.0000005245495731,1.2285538426885617e-05,-0.040821792165095953
0.14400000000000002,-0.0029323820527102917,0.01105913568273373,0.14930805927400972,1.0000005752483645,1.3067891611181056e-05,-0.0420278221867494
0.14799999999999999,-0.0031029053573082442,0.011664408194566602,0.1533281463327866,1.0000006291250714,1.3874493055429346e-05,-0.043233851534938271
0.152,-0.0032782527667084217,0.012285761087941138,0.15734823484006275,1.0000006862766859,1.470534285427055e-05,-0.044439879997102673
0.156,-0.0034584242805574096,0.012923194359014605,0.1613683254209525,1.0000007468002015,1.5560441102344731e-05,-0.045645907360682685
