"Time","prismatic.s","prismatic.v","absolutePosition.r[1]","absolutePosition.r[2]","absolutePosition.phi","absoluteVelocity.v[1]","absoluteVelocity.v[2]","absoluteVelocity.w","absoluteAcceleration.a[1]","absoluteAcceleration.a[2]","absoluteAcceleration.z"
0,0,1,0,0,0,0.70710678118654757,0.70710678118654757,0,7.0710678118654888,7.0710678118654879,0
0.00020000000000000001,0.00020020000184966646,1.002,0.00014156277890145852,0.00014156277890145852,0,0.70852099474892072,0.70852099474892072,0,7.0710678118654888,7.0710678118654879,0
0.00040000000000000002,0.00040080000211811925,1.004,0.00028340839939730475,0.00028340839939730475,0,0.70993520831129375,0.70993520831129375,0,7.0710678118654888,7.0710678118654879,0
0.00060000000000000006,0.00060180000224604828,1.006,0.00042553686250626033,0.00042553686250626027,0,0.7113494218736669,0.7113494218736669,0,7.0710678118654888,7.0710678118654879,0
0.00080000000000000004,0.00080320000237285864,1.008,0.00056794816832689949,0.00056794816832689949,0,0.71276363543603993,0.71276363543603993,0,7.0710678118654888,7.0710678118654879,0
0.001,0.0010050000024643465,1.01,0.00071064231683503633,0.00071064231683503644,0,0.71417784899841308,0.71417784899841308,0,7.0710678118654888,7.0710678118654879,0
0.0012000000000000001,0.0012072000025324676,1.012,0.00085361930803912525,0.00085361930803912515,0,0.71559206256078611,0.71559206256078611,0,7.0710678118654888,7.0710678118654879,0
0.0014,0.0014098000026061888,1.014,0.00099687914195964867,0.00099687914195964846,0,0.71700627612315926,0.71700627612315926,0,7.0710678118654888,7.0710678118654879,0
0.0016000000000000001,0.0016128000026681883,1.016,0.001140421818584358,0.001140421818584358,0,0.71842048968553229,0.7184204896855324,0,7.0710678118654888,7.0710678118654879,0
0.0018000000000000002,0.0018162000027184654,1.018,0.001284247337913253,0.001284247337913253,0,0.71983470324790544,0.71983470324790544,0,7.0710678118654888,7.0710678118654879,0
0.002,0.0020200000027570204,1.02,0.0014283556999463338,0.001428355699946334,0,0.72124891681027847,0.72124891681027858,0,7.0710678118654888,7.0710678118654879,0
0.0022000000000000001,0.002224200002783853,1.022,0.0015727469046836005,0.0015727469046836003,0,0.72266313037265162,0.72266313037265162,0,7.0710678118654888,7.0710678118654879,0
0.0024000000000000002,0.0024288000028173991,1.024,0.001717420952138089,0.0017174209521380887,0,0.72407734393502465,0.72407734393502476,0,7.0710678118654888,7.0710678118654879,0
0.0026000000000000003,0.0026338000028570444,1.026,0.0018623778423093645,0.0018623778423093645,0,0.7254915574973978,0.72549155749739791,0,7.0710678118654888,7.0710678118654879,0
0.0028,0.0028392000028940757,1.028,0.0020076175751912663,0.0020076175751912663,0,0.72690577105977083,0.72690577105977094,0,7.0710678118654888,7.0710678118654879,0
0.0030000000000000001,0.0030450000029284938,1.03,0.0021531401507837952,0.0021531401507837952,0,0.72831998462214398,0.72831998462214409,0,7.0710678118654888,7.0710678118654879,0
0.0032000000000000002,0.0032512000029602979,1.032,0.00229894556908695,0.0022989455690869505,0,0.72973419818451712,0.72973419818451712,0,7.0710678118654888,7.0710678118654879,0
0.0034000000000000002,0.0034578000029894885,1.034,0.0024450338301007317,0.0024450338301007317,0,0.73114841174689016,0.73114841174689027,0,7.0710678118654888,7.0710678118654879,0
0.0036000000000000003,0.0036648000030160659,1.036,0.0025914049338251399,0.0025914049338251403,0,0.7325626253092633,0.7325626253092633,0,7.0710678118654888,7.0710678118654879,0
0.0038,0.0038722000030400293,1.038,0.0027380588802601749,0.0027380588802601749,0,0.73397683887163634,0.73397683887163645,0,7.0710678118654888,7.0710678118654879,0
0.0040000000000000001,0.0040800000030613787,1.04,0.0028849956694058355,0.0028849956694058359,0,0.73539105243400948,0.7353910524340096,0,7.0710678118654888,7.0710678118654879,0
0.0042000000000000006,0.0042882000030801158,1.042,0.0030322153012621242,0.0030322153012621242,0,0.73680526599638252,0.73680526599638263,0,7.0710678118654888,7.0710678118654879,0
0.0044000000000000003,0.0044968000030962381,1.044,0.003179717775829038,0.003179717775829038,0,0.73821947955875566,0.73821947955875578,0,7.0710678118654888,7.0710678118654879,0
0.0045999999999999999,0.0047058000031127102,1.046,0.0033275030931086739,0.0033275030931086743,0,0.73963369312112881,0.7396336931211287,0,7.0710678118654888,7.0710678118654879,0
0.0048000000000000004,0.0049152000031353459,1.048,0.003475571253105143,0.003475571253105143,0,0.74104790668350196,0.74104790668350184,0,7.0710678118654888,7.0710678118654879,0
0.0050000000000000001,0.0051250000031571831,1.05,0.0036239222558135217,0.0036239222558135222,0,0.74246212024587499,0.74246212024587488,0,7.0710678118654888,7.0710678118654879,0
0.0052000000000000006,0.0053352000031782268,1.052,0.0037725561012338141,0.0037725561012338141,0,0.74387633380824814,0.74387633380824802,0,7.0710678118654888,7.0710678118654879,0
0.0054000000000000003,0.0055458000031984719,1.054,0.0039214727893660166,0.0039214727893660166,0,0.74529054737062117,0.74529054737062117,0,7.0710678118654888,7.0710678118654879,0
0.0055999999999999999,0.005756800003217921,1.056,0.004070672320210131,0.004070672320210131,0,0.74670476093299432,0.7467047609329942,0,7.0710678118654888,7.0710678118654879,0
0.0058000000000000005,0.0059682000032365741,1.0580000000000001,0.0042201546937661568,0.0042201546937661568,0,0.74811897449536746,0.74811897449536735,0,7.0710678118654888,7.0710678118654879,0
0.0060000000000000001,0.0061800000032544294,1.0600000000000001,0.0043699199100340931,0.0043699199100340931,0,0.7495331880577405,0.74953318805774038,0,7.0710678118654888,7.0710678118654879,0
