"Time","heatCapacitor.T","planetary.bearing_Planet.phi","planetary.bearing_Planet.w","planetary.bearing_Ring.w","planetary.planet.phi","planetary.planet.w","planetary.planetRing.frame_b.phi","planetary.planetRing.phi_gear","planetary.sunPlanet.frame_a.phi","planetary.sunPlanet.phi_gear"
0.045999999999999999,293.14999999999998,-0.027828421669814328,-0.70992603537151444,0.053431952837980815,-0.0096568433396286568,-0.41985207074302883,0.0088954377735808946,0.018171578330185671,0.045999999999999999,0.018171578330185671
0.048000000000000001,293.14999999999998,-0.029257399250873901,-0.71905222770819921,0.041263696389067718,-0.010514798501747802,-0.43810445541639842,0.0089901343321681319,0.0187426007491261,0.048000000000000001,0.0187426007491261
0.050000000000000003,293.14999999999998,-0.030704624685714332,-0.72817832566798946,0.029095565776013983,-0.011409249371428662,-0.45635665133597897,0.0090605004190475597,0.01929537531428567,0.050000000000000003,0.01929537531428567
0.052000000000000005,293.14999999999998,-0.032170100362869679,-0.73730432909705512,0.016927561203926501,-0.012340200725739353,-0.47460865819411024,0.0091065328495070989,0.019829899637130326,0.052000000000000005,0.019829899637130326
0.053999999999999999,293.14999999999998,-0.033653827397588237,-0.74643023792356988,0.0047596827685734144,-0.013307654795176472,-0.49286047584713982,0.009128230136549018,0.020346172602411765,0.053999999999999999,0.020346172602411765
0.056000000000000001,293.14999999999998,-0.035155805789870001,-0.75555605214753396,-0.007408069530045247,-0.014311611579739997,-0.51111210429506793,0.0091255922801733343,0.020844194210130004,0.056000000000000001,0.020844194210130004
0.058000000000000003,293.14999999999998,-0.036676035539714963,-0.76468177176894714,-0.019575695691929552,-0.015352071079429926,-0.52936354353789428,0.0090986192803800495,0.021323964460285037,0.058000000000000003,0.021323964460285037
0.059999999999999998,293.14999999999998,-0.038214516647123144,-0.77380739678780963,-0.031743195717079432,-0.01642903329424629,-0.54761479357561926,0.009047311137169136,0.021785483352876854,0.059999999999999998,0.021785483352876854
0.062,293.14999999999998,-0.039771249112094523,-0.78293292720412122,-0.043910569605494998,-0.017542498224189049,-0.56586585440824244,0.0089716678505406301,0.022228750887905473,0.062,0.022228750887905473
0.064000000000000001,293.14999999999998,-0.041346232934629121,-0.79205836301788213,-0.056077817357176096,-0.01869246586925824,-0.58411672603576426,0.0088716894204945058,0.022653767065370881,0.064000000000000001,0.022653767065370881
0.066000000000000003,293.14999999999998,-0.042939468114726917,-0.80118370422909213,-0.068244938972122915,-0.019878936229453834,-0.60236740845818426,0.0087473758470307753,0.023060531885273083,0.066000000000000003,0.023060531885273083
0.068000000000000005,293.14999999999998,-0.044550954652387925,-0.81030895083775145,-0.080411934450335301,-0.021101909304775849,-0.6206179016755029,0.0085987271301494334,0.023449045347612076,0.068000000000000005,0.023449045347612076
0.070000000000000007,293.14999999999998,-0.046180692547612145,-0.81943410284385998,-0.092578803791813297,-0.022361385095224284,-0.63886820568771996,0.0084257432698504782,0.023819307452387861,0.070000000000000007,0.023819307452387861
0.072000000000000008,293.14999999999998,-0.047828681800399564,-0.82855916024741771,-0.10474554699655692,-0.023657363600799119,-0.65711832049483543,0.008228424266133922,0.024171318199600444,0.072000000000000008,0.024171318199600444
0.073999999999999996,293.14999999999998,-0.049494917297159158,-0.83768423702027206,-0.11691231602702937,-0.024989834594318323,-0.67536847404054412,0.0080067769371211135,0.024505082702840835,0.073999999999999996,0.024505082702840835
0.075999999999999998,293.14999999999998,-0.051179401117370002,-0.84680928681494083,-0.12907904908658782,-0.026358802234740009,-0.69361857362988166,0.0077607985101733239,0.024820598882629993,0.075999999999999998,0.024820598882629993
0.078,293.14999999999998,-0.052882135172808459,-0.8559342670217035,-0.14124568936227128,-0.027764270345616914,-0.711868534043407,0.0074904864362553922,0.025117864827191545,0.078,0.025117864827191545
0.080000000000000002,293.14999999999998,-0.054603119463474521,-0.86505917764055984,-0.15341223685407973,-0.029206238926949041,-0.73011835528111968,0.007195840715367309,0.02539688053652548,0.080000000000000002,0.02539688053652548
0.082000000000000003,293.14999999999998,-0.056342353989368189,-0.87418401867150974,-0.16557869156201299,-0.030684707978736375,-0.74836803734301949,0.0068768613475090863,0.025657646010631814,0.082000000000000003,0.025657646010631814
0.084000000000000005,293.14999999999998,-0.05809983875048947,-0.88330879011455343,-0.17774505348607128,-0.032199677500978935,-0.76661758022910687,0.0065335483326807138,0.025900161249510535,0.084000000000000005,0.025900161249510535
0.086000000000000007,293.14999999999998,-0.059875573746838363,-0.89243349196969091,-0.18991132262625454,-0.03375114749367672,-0.78486698393938181,0.0061659016708821915,0.026124426253161644,0.086000000000000007,0.026124426253161644
0.087999999999999995,293.14999999999998,-0.061669558978414848,-0.90155812423692194,-0.20207749898256258,-0.035339117956829702,-0.80311624847384389,0.0057739213621135254,0.026330441021585143,0.087999999999999995,0.026330441021585143
0.089999999999999997,293.14999999999998,-0.063481794445218967,-0.91068268691624676,-0.2142435825549957,-0.036963588890437937,-0.82136537383249353,0.005357607406374712,0.026518205554781033,0.089999999999999997,0.026518205554781033
0.091999999999999998,293.14999999999998,-0.065312280147250684,-0.91980718000766537,-0.22640957334355383,-0.03862456029450137,-0.83961436001533074,0.0049169598036657523,0.026687719852749314,0.091999999999999998,0.026687719852749314
0.094,293.14999999999998,-0.067161016084510014,-0.92893160351117765,-0.23857547134823681,-0.040322032169020028,-0.8578632070223553,0.0044519785539866479,0.026838983915489986,0.094,0.026838983915489986
0.096000000000000002,293.14999999999998,-0.069028002256996956,-0.9380559574267836,-0.25074127656904477,-0.042056004513993911,-0.87611191485356721,0.0039626636573373928,0.026971997743003046,0.096000000000000002,0.026971997743003046
0.098000000000000004,293.14999999999998,-0.070913235026545382,-0.94718040167152362,-0.26290720222869812,-0.04382647005309076,-0.89436080334304724,0.0034490199646061656,0.027086764973454625,0.098000000000000004,0.027086764973454625
0.10000000000000001,293.14999999999998,-0.072816715004693805,-0.95630490936497825,-0.27507321248663763,-0.045633430009387604,-0.9126098187299565,0.0029110466604082607,0.027183284995306197,0.10000000000000001,0.027183284995306197
0.10200000000000001,293.14999999999998,-0.074738444287669417,-0.96542938836664771,-0.2872391844888636,-0.047476888575338827,-0.93085877673329542,0.0023487409497741176,0.02726155571233059,0.10200000000000001,0.02726155571233059
0.10400000000000001,293.14999999999998,-0.076678422875472205,-0.97455383867653211,-0.29940511823537619,-0.0493568457509444,-0.94910767735306423,0.001762102832703736,0.027321577124527804,0.10400000000000001,0.027321577124527804
0.106,293.14999999999998,-0.078636650768102168,-0.98367826029463146,-0.31157101372617524,-0.051273301536204331,-0.96735652058926291,0.0011511323091971115,0.027363349231897836,0.106,0.027363349231897836
0.108,293.14999999999998,-0.080613127965559306,-0.99280265322094574,-0.32373687096126091,-0.053226255931118613,-0.98560530644189148,0.00051582937925425299,0.027386872034440689,0.108,0.027386872034440689
0.11,293.14999999999998,-0.082607854467843633,-1.0019270174554749,-0.33590268994063321,-0.055215708935687266,-1.0038540349109497,-0.00014380595712484845,0.027392145532156364,0.11,0.027392145532156364
0.112,293.14999999999998,-0.08462083027495515,-1.011051352998219,-0.34806847066429203,-0.057241660549910291,-1.022102705996438,-0.00082777369994019301,0.027379169725044859,0.112,0.027379169725044859
0.114,293.14999999999998,-0.086652055386893828,-1.020175659849178,-0.36023421313223736,-0.059304110773787652,-1.040351319698356,-0.0015360738491917714,0.027347944613106173,0.114,0.027347944613106173
0.11600000000000001,293.14999999999998,-0.088701529803659696,-1.0292999380083521,-0.37239991734446931,-0.061403059607319392,-1.0585998760167041,-0.0022687064048795926,0.027298470196340303,0.11600000000000001,0.027298470196340303
0.11800000000000001,293.14999999999998,-0.090769253525252752,-1.0384241874757409,-0.38456558330098783,-0.063538507050505497,-1.0768483749514819,-0.0030256713670036616,0.027230746474747256,0.11800000000000001,0.027230746474747256
0.12,293.14999999999998,-0.092855225926581436,-1.047548604803175,-0.39673147307090006,-0.065710451853162877,-1.09509720960635,-0.0038069679021085858,0.027144774073418559,0.12,0.027144774073418559
0.122,293.14999999999998,-0.094959447272253944,-1.0566731067880935,-0.40889747571745794,-0.067918894544507891,-1.1133462135761869,-0.0046125963630052518,0.02704055272774606,0.122,0.02704055272774606
0.124,293.14999999999998,-0.097081917775034166,-1.0657976265296725,-0.42106350203956333,-0.070163835550068332,-1.1315952530593449,-0.0054425570333788784,0.026918082224965841,0.124,0.026918082224965841
0.126,293.14999999999998,-0.099222637434922101,-1.0749221640279125,-0.43322955203721669,-0.072445274869844201,-1.149844328055825,-0.0062968499132294619,0.026777362565077904,0.126,0.026777362565077904
0.128,293.14999999999998,-0.10138160625191776,-1.0840467192828134,-0.4453956257104178,-0.074763212503835524,-1.1680934385656268,-0.0071754750025570151,0.026618393748082239,0.128,0.026618393748082239
0.13,293.14999999999998,-0.10355882422602114,-1.093171292294375,-0.4575617230591667,-0.077117648452042276,-1.1863425845887501,-0.0080784323013615243,0.026441175773978857,0.13,0.026441175773978857
0.13200000000000001,293.14999999999998,-0.10575429135723224,-1.1022958830625975,-0.46972784408346341,-0.079508582714464482,-1.204591766125195,-0.0090057218096429945,0.026245708642767755,0.13200000000000001,0.026245708642767755
0.13400000000000001,293.14999999999998,-0.10796800764555108,-1.111420491587481,-0.48189398878330802,-0.081936015291102143,-1.222840983174962,-0.0099573435274014216,0.026031992354448936,0.13400000000000001,0.026031992354448936
0.13600000000000001,293.14999999999998,-0.11019997309097762,-1.1205451178690253,-0.49406015715870033,-0.084399946181955232,-1.2410902357380507,-0.010933297454636818,0.025800026909022389,0.13600000000000001,0.025800026909022389
0.13800000000000001,293.14999999999998,-0.11245018769351189,-1.1296697619072305,-0.50622634920964038,-0.086900375387023776,-1.2593395238144609,-0.01193358359134917,0.025549812306488125,0.13800000000000001,0.025549812306488125
0.14000000000000001,293.14999999999998,-0.11471865454357688,-1.1387946231249708,-0.51839283083329435,-0.089437309087153749,-1.2775892462499416,-0.01295820605810249,0.025281345456423136,0.14000000000000001,0.025281345456423136
0.14200000000000002,293.14999999999998,-0.11700537137849597,-1.147919555513278,-0.53055940735103713,-0.09201074275699192,-1.2958391110265559,-0.014007161837994612,0.024994628621504044,0.14200000000000002,0.024994628621504044
0.14400000000000002,293.14999999999998,-0.11931033798954058,-1.1570445456030385,-0.54272606080405128,-0.094620675979081137,-1.314089091206077,-0.015080450652720742,0.024689662010459447,0.14400000000000002,0.024689662010459447
0.14599999999999999,293.14999999999998,-0.12163355437671064,-1.1661695933942524,-0.5548927911923367,-0.097267108753421289,-1.3323391867885048,-0.016178072502280864,0.024366445623289348,0.14599999999999999,0.024366445623289348
0.14799999999999999,293.14999999999998,-0.12397502054000625,-1.1752946988869202,-0.5670595985158936,-0.099950041080012514,-1.3505893977738403,-0.017300027386675014,0.024024979459993736,0.14799999999999999,0.024024979459993736
0.14999999999999999,293.14999999999998,-0.12633473647942736,-1.1844198620810416,-0.579226482774722,-0.10266947295885474,-1.3688397241620831,-0.018446315305903162,0.023665263520572622,0.14999999999999999,0.023665263520572622
0.152,293.14999999999998,-0.12871270219497399,-1.1935450829766163,-0.59139344396882176,-0.10542540438994799,-1.3870901659532326,-0.019616936259965332,0.023287297805025999,0.152,0.023287297805025999
0.154,293.14999999999998,-0.13110891768664612,-1.2026703615736447,-0.60356048209819291,-0.10821783537329224,-1.4053407231472894,-0.020811890248861504,0.022891082313353871,0.154,0.022891082313353871
0.156,293.14999999999998,-0.13352338361869964,-1.2117957125265428,-0.61572761670205711,-0.1110467672373993,-1.4235914250530857,-0.022031178158266204,0.022476616381300343,0.156,0.022476616381300343
0.158,293.14999999999998,-0.13595610530121074,-1.2209212529830367,-0.62789500397738218,-0.11391221060242149,-1.4418425059660733,-0.023274807068281,0.02204389469878925,0.158,0.02204389469878925
0.16,293.14999999999998,-0.13840707808185324,-1.2300468803062874,-0.64006250707504986,-0.11681415616370647,-1.4600937606125748,-0.024542770775804308,0.021592921918146768,0.16,0.021592921918146768
0.16200000000000001,293.14999999999998,-0.14087630196062711,-1.239172594496295,-0.65223012599506003,-0.11975260392125422,-1.47834518899259,-0.025835069280836141,0.021123698039372894,0.16200000000000001,0.021123698039372894
0.16400000000000001,293.14999999999998,-0.14336377693753238,-1.2482983955530598,-0.66439786073741303,-0.12272755387506476,-1.4965967911061195,-0.027151702583376503,0.020636223062467624,0.16400000000000001,0.020636223062467624
0.16600000000000001,293.14999999999998,-0.14586950301256904,-1.2574242834765816,-0.67656571130210863,-0.12573900602513807,-1.5148485669531633,-0.028492670683425377,0.020130496987430968,0.16600000000000001,0.020130496987430968
0.16800000000000001,293.14999999999998,-0.14839348018573709,-1.2665502582668602,-0.68873367768914684,-0.12878696037147416,-1.5331005165337204,-0.029857973580982779,0.019606519814262917,0.16800000000000001,0.019606519814262917
0.17000000000000001,293.14999999999998,-0.15093570845703655,-1.2756763199238961,-0.70090175989852788,-0.13187141691407309,-1.5513526398477921,-0.03124761127604871,0.019064291542963473,0.17000000000000001,0.019064291542963473
0.17200000000000001,293.14999999999998,-0.15349618782646737,-1.2848024684476886,-0.71306995793025152,-0.13499237565293473,-1.5696049368953773,-0.032661583768623152,0.018503812173532638,0.17200000000000001,0.018503812173532638
0.17400000000000002,293.14999999999998,-0.15607492039900256,-1.293928714961184,-0.72523828661491196,-0.13814984079800507,-1.587857429922368,-0.034099893865336711,0.017925079600997471,0.17400000000000002,0.017925079600997471
0.17599999999999999,293.14999999999998,-0.15867191013121351,-1.3030550803714103,-0.73740677382854702,-0.14134382026242703,-1.6061101607428205,-0.03556254684161804,0.017328089868786464,0.17599999999999999,0.017328089868786464
0.17799999999999999,293.14999999999998,-0.16128715253099976,-1.3121815409415349,-0.7495753879220467,-0.14457430506199953,-1.6243630818830699,-0.037049536707999681,0.016712847469000237,0.17799999999999999,0.016712847469000237
0.17999999999999999,293.14999999999998,-0.1639206475983612,-1.321308096671558,-0.76174412889541077,-0.1478412951967224,-1.642616193343116,-0.0385608634644816,0.016079352401638797,0.17999999999999999,0.016079352401638797
0.182,293.14999999999998,-0.16657239533329785,-1.3304347475614797,-0.77391299674863956,-0.1511447906665957,-1.6608694951229594,-0.040096527111063804,0.015427604666702146,0.182,0.015427604666702146
0.184,293.14999999999998,-0.16924239573580971,-1.3395614936112996,-0.78608199148173263,-0.15448479147161942,-1.6791229872225992,-0.041656527647746286,0.014757604264190281,0.184,0.014757604264190281
0.186,293.14999999999998,-0.17193064880589679,-1.3486883348210177,-0.79825111309469021,-0.15786129761179357,-1.6973766696420354,-0.043240865074529053,0.014069351194103207,0.186,0.014069351194103207
0.188,293.14999999999998,-0.17463715454355908,-1.3578152711906342,-0.81042036158751218,-0.16127430908711815,-1.7156305423812683,-0.044849539391412098,0.013362845456440921,0.188,0.013362845456440921
0.19,293.14999999999998,-0.17736191294879658,-1.366942302720149,-0.82258973696019866,-0.16472382589759316,-1.7338846054402981,-0.046482550598395435,0.012638087051203421,0.19,0.012638087051203421
0.192,293.14999999999998,-0.18010492725875565,-1.3760693929932781,-0.83475919065770399,-0.1682098545175113,-1.7521387859865563,-0.048139903011674201,0.011895072741244354,0.192,0.011895072741244354
0.19400000000000001,293.14999999999998,-0.18286619887649205,-1.3851965262263424,-0.84692870163512313,-0.1717323977529841,-1.7703930524526847,-0.049821598501989389,0.011133801123507961,0.19400000000000001,0.011133801123507961
0.19600000000000001,293.14999999999998,-0.18564572462455622,-1.3943237381640672,-0.85909831755208954,-0.17529144924911244,-1.7886474763281344,-0.051527632832741616,0.010354275375443792,0.19600000000000001,0.010354275375443792
