"Time","bodyFront.frame_a.phi","bodyFront.r[1]","bodyFront.r[2]","bodyFront.w","idealWheelFront.phi_roll","idealWheelFront.v_long","idealWheelRear.phi_roll","idealWheelRear.v_long","revolute.phi","revolute.w"
5.3315999999999999,-0.89769723149466041,4.6604740471311255,6.8149925844489223,-0.042311460319217356,26.29533071330092,2.9404026365781752,25.929722391399565,2.9398345798494416,-0.018270498365708123,0.015638612278587389
5.3327999999999998,-0.89774799279229633,4.663233313305434,6.8171924621207083,-0.042291636915963202,26.307093654526138,2.9410684491398689,25.941483063542965,2.9405014039091943,-0.01825174545468217,0.015613474771901233
5.3339999999999996,-0.89779873031478796,4.6659933158702422,6.8193926978039148,-0.042271831850579401,26.318859259009201,2.9417342637463211,25.953246402980639,2.9411682275830588,-0.018233022688755471,0.015588384470506115
5.3351999999999995,-0.89784944408426681,4.6687540548185638,6.8215932914967228,-0.042252045094049839,26.330627526758519,2.9424000803917085,25.965012409711004,2.9418350508719806,-0.018214330011690604,0.015563341295170877
5.3363999999999994,-0.89790013412283409,4.6715155301434255,6.8237942431972991,-0.04223227661741176,26.342398457782465,2.9430658990702243,25.976781083732483,2.9425018737769011,-0.018195667367354083,0.015538345166770513
5.3375999999999992,-0.89795080045255882,4.6742777418378614,6.8259955529037981,-0.042212526391759909,26.354172052089414,2.9437317197760722,25.988552425043505,2.9431686962987587,-0.018177034699716328,0.015513396006286607
5.3387999999999991,-0.89800144309547936,4.6770406898949224,6.8281972206143573,-0.042192794388245941,26.36594830968771,2.9443975425034754,26.000326433642506,2.9438355184384792,-0.018158431952851644,0.015488493734807776
5.3399999999999999,-0.89805206207360266,4.6798043743076674,6.8303992463271088,-0.042173080578076075,26.377727230585684,2.9450633672466648,26.012103109527928,2.944502340196987,-0.018139859070938194,0.015463638273530058
5.3411999999999997,-0.89810265740890483,4.6825687950691659,6.8326016300401626,-0.04215338493250749,26.389508814791654,2.9457291939998873,26.023882452698189,2.9451691615751989,-0.018121315998258024,0.015438829543757433
5.3423999999999996,-0.89815322912333118,4.6853339521724999,6.8348043717516171,-0.042133707422861919,26.401293062313911,2.9463950227574065,26.03566446315174,2.9458359825740255,-0.018102802679196939,0.015414067466902137
5.3435999999999995,-0.89820377723879619,4.6880998456107648,6.8370074714595654,-0.042114048020508811,26.413079973160745,2.9470608535134977,26.047449140887021,2.9465028031943699,-0.018084319058244584,0.015389351964485166
5.3447999999999993,-0.89825430177718324,4.6908664753770637,6.8392109291620775,-0.042094406696873921,26.42486954734041,2.9477266862624507,26.059236485902495,2.9471696234371332,-0.018065865079994352,0.015364682958136693
5.3459999999999992,-0.89830480276034619,4.6936338414645169,6.841414744857218,-0.042074783423438858,26.436661784861158,2.9483925209985657,26.071026498196598,2.9478364433032054,-0.018047440689143407,0.01534006036959649
5.3472,-0.89835528021010735,4.6964019438662481,6.8436189185430347,-0.042055178171738566,26.448456685731227,2.9490583577161571,26.082819177767799,2.9485032627934733,-0.018029045830492633,0.015315484120714344
5.3483999999999998,-0.89840573414825908,4.6991707825753952,6.8458234502175612,-0.042035590913363667,26.460254249958812,2.9497241964095591,26.094614524614542,2.9491700819088145,-0.018010680448946634,0.015290954133450571
5.3495999999999997,-0.89845616459656419,4.7019403575851113,6.848028339878824,-0.042016021619956337,26.472054477552128,2.95039003707311,26.106412538735292,2.949836900650106,-0.017992344489513701,0.015266470329876313
5.3507999999999996,-0.89850657157675418,4.7047106688885538,6.8502335875248299,-0.041996470263218413,26.483857368519352,2.9510558797011681,26.11821322012851,2.9505037190182088,-0.017974037897305763,0.015242032632174071
