"Time","body1.phi","body1.r[1]","body1.r[2]","body1.v[2]","body1.w","body2.v[1]","inertia.phi","inertia.w","inertia1.phi","inertia1.w","inertia2.phi","inertia2.w","inertia3.phi","inertia3.w","revolute2.phi","revolute2.w"
1.8320000000000001,0.0073746802513233473,-0.0015627066884470516,0.28596346874112322,0.31646947390076119,0.0074674397278977657,-0.014825239323653785,1.118832273467417,1.2441736742113463,1.1371436928630436,1.2519157174259692,1.181359924854974,1.2966829674092675,1.1612829561689071,1.288886724989484,-0.039889502943844878,-0.0422990334244445
1.8340000000000001,0.0073896307240473033,-0.0015673843066181265,0.28659676158853142,0.31682327284385969,0.0074849415631637441,-0.014873711643130587,1.1213219941322565,1.245541863603846,1.1396488934184728,1.2532785667289226,1.1839547535116395,1.2981508637795027,1.1638621963870215,1.2903597446369406,-0.039973974390370072,-0.042161681028226143
1.8360000000000001,0.0074046161255891816,-0.0015720765414423236,0.28723076203625886,0.31717707118049143,0.0075024262818842022,-0.014922180342907002,1.1238144513776698,1.2469100997752622,1.1421568199119996,1.2546414656662372,1.1865525177520968,1.2996187074760877,1.1664443823996533,1.2918327084948111,-0.04005817129999116,-0.04202417089461187
1.8380000000000001,0.0074196364255589321,-0.0015767834352923334,0.28786547008286156,0.3175308689212995,0.007519893712327556,-0.01497064506407083,1.1263096452869343,1.2482783831858888,1.1446674724302335,1.2560044148032556,1.1891532174813466,1.301086498035523,1.1690295141077824,1.2933056160014778,-0.040142093335158613,-0.041886504002205407
1.8400000000000001,0.0074346915935665061,-0.0015815050305408567,0.28850088572689692,0.31788466607685756,0.0075373436827622263,-0.015019105447709874,1.1288075759433278,1.2496467142960197,1.1471808510597841,1.2573674147053202,1.1917568526043905,1.3025542349943084,1.1716175914123896,1.2947784665953224,-0.040225740158322892,-0.041748681329610494
1.8420000000000001,0.0074497815992218492,-0.0015862413695600583,0.28913700896692585,0.3182384626576697,0.0075547760214566316,-0.015067561134911941,1.1313082434301271,1.2510150935659483,1.149696955887261,1.2587304659377736,1.1943634230262297,1.3040219178889443,1.1742086142144561,1.2962512597147284,-0.040309111431934497,-0.041610703855430857
1.8440000000000001,0.0074649064121349151,-0.0015909924947208748,0.28977383980151106,0.31859225867417079,0.0075721905566791909,-0.015116011766764834,1.1338116478306102,1.2523835214559689,1.1522157869992735,1.2600935690659574,1.1969729286518653,1.3054895462559304,1.1768025824149619,1.2977239947980779,-0.040392206818443882,-0.041472572558270214
1.8460000000000001,0.0074800660019156513,-0.0015957584483941578,0.29041137822921703,0.31894605413672567,0.0075895871166983212,-0.01516445698435636,1.136317789228054,1.2537519984263754,1.1547373444824318,1.2614567246552151,1.1995853693862988,1.3069571196317671,1.1793994959148884,1.299196671283753,-0.040475025980301532,-0.041334288416732305
1.8480000000000001,0.007495260338174008,-0.0016005392729497667,0.29104962424861158,0.31929984905562991,0.0076069655297824439,-0.01521289642877432,1.1388266677057362,1.2551205249374613,1.1572616284233452,1.2628199332708883,1.2022007451345311,1.3084246375529547,1.1819993546152152,1.3006692886101368,-0.040557568579957924,-0.041195852409420856
1.8500000000000001,0.0075104893905199345,-0.0016053350107574586,0.2916885778582623,0.31965364344110936,0.0076243256241999768,-0.01526132974110652,1.1413382833469339,1.2564891014495212,1.1597886389086234,1.2641831954783194,1.2048190558015639,1.3098920995559931,1.1846021584169235,1.3021418462156116,-0.040639834279863542,-0.0410572655149396
1.8520000000000001,0.00752575312856338,-0.0016101457041861195,0.29232823905674055,0.32000743730332037,0.0076416672282193379,-0.015309756562440765,1.1438526362349248,1.2578577284228483,1.1623183760248759,1.2655465118428513,1.2074403012923982,1.3113595051773823,1.1872079072209945,1.3036143435385599,-0.040721822742468841,-0.04091852871189227
1.8540000000000001,0.0075410515219142939,-0.0016149713956040909,0.29296860784261902,0.32036123065234912,0.0076589901701089452,-0.015358176533864855,1.1463697264529864,1.259226406317737,1.1648508398587123,1.266909882929826,1.2100644815120354,1.3128268539536228,1.1898166009284079,1.305086780017364,-0.040803533630224313,-0.040779642978882584
1.8560000000000001,0.0075563845401826271,-0.0016198121273790535,0.29360968421447242,0.32071502349821235,0.0076762942781372209,-0.0154065892964666,1.1488895540843957,1.2605951355944807,1.1673860304967423,1.2682733093045861,1.2126915963654767,1.3142941454212143,1.1924282394401451,1.306559155090407,-0.040884966605580421,-0.040640609294514268
1.8580000000000001,0.0075717521529783272,-0.0016246679418782696,0.29425146817087677,0.321068815850857,0.0076935793805725803,-0.015454994491333801,1.1514121192124303,1.2619639167133738,1.1699239480255752,1.2696367915324733,1.2153216457577234,1.3157613791166569,1.1950428226571859,1.3080314681960705,-0.040966121330987662,-0.040501428637391076
1.8600000000000001,0.0075871543299113452,-0.0016295388814682246,0.2948939597104101,0.32142260772016013,0.0077108453056834439,-0.015503391759554263,1.1539374219203671,1.2633327501347096,1.1724645925318207,1.2710003301788311,1.2179546295937764,1.317228554576451,1.1976603504805117,1.3095037187727374,-0.041046997468896479,-0.04036210198611672
1.8620000000000001,0.0076025910405916313,-0.0016344249885151992,0.29553715883165199,0.32177639911592865,0.0077280918817382296,-0.015551780742215792,1.1564654622914845,1.2647016363187824,1.1750079641020887,1.2723639258090014,1.2205905477786372,1.3186956713370968,1.2002808228111028,1.3109759062587905,-0.041127594681757383,-0.040222630319294926
1.8640000000000001,0.0076180622546291321,-0.0016393263053842734,0.29618106553318313,0.3221301900479,0.0077453189370053563,-0.015600161080406192,1.158996240409059,1.2660705757258861,1.1775540628229886,1.2737275789883264,1.2232294002173074,1.3201627289350939,1.2029042395499396,1.3124480300926116,-0.041207912632020824,-0.040083014615529419
1.8660000000000001,0.0076335679416338004,-0.0016442428744407513,0.29682567981358621,0.3224839805257414,0.0077625262997532444,-0.015648532415213263,1.1615297563563685,1.2674395688163143,1.18010288878113,1.2750912902821487,1.2258711868147882,1.321629726906943,1.2055306005980035,1.3139200897125838,-0.041287950982137299,-0.039943255853423953
1.8680000000000001,0.0076491080712155829,-0.0016491747380486289,0.29747100167144547,0.32283777055905,0.0077797137982503102,-0.015696894387724813,1.1640660102166902,1.2688086160503611,1.1826544420631226,1.2764550602558107,1.2285159074760803,1.3230966647891438,1.2081599058562746,1.3153920845570894,-0.041367709394557264,-0.039803355011582248
1.8700000000000001,0.0076646826129844322,-0.0016541219385720167,0.29811703110534515,0.32319156015735312,0.0077968812607649733,-0.015745246639028647,1.1666050020733014,1.2701777178883205,1.1852087227555759,1.2778188894746547,1.2311635621061852,1.3245635421181967,1.2107921552257335,1.3168640140645107,-0.041447187531731204,-0.039663313068608014
1.8720000000000001,0.0076802915365502952,-0.0016590845183741595,0.29876376811387395,0.32354534933010792,0.0078140285155656533,-0.015793588810212564,1.1691467320094797,1.2715468747904863,1.1877657309450993,1.2791827785040228,1.2338141506101044,1.3260303584306017,1.2134273486073612,1.3183358776732303,-0.041526385056109588,-0.039523131003104998
1.8740000000000001,0.0076959348115231236,-0.001664062519817204,0.29941121269561743,0.32389913808670112,0.0078311553909207691,-0.015841920542364378,1.1716912001085027,1.2729160872171521,1.1903254667183027,1.2805467279092582,1.236467672892839,1.327497113262859,1.2160654859021378,1.3198076748216312,-0.041605301630142914,-0.039382809793676928
