"Time","body.phi","damper1D.s_rel","damper1D.v_rel","revolute.w"
9.2119999999999997,-0.40682326587667905,-0.046150758456377179,-0.22214086392675336,1.7306826649236355
9.2140000000000004,-0.40335563964397347,-0.046594788540026105,-0.22188432220706336,1.73692976130792
9.2160000000000011,-0.39987558257960537,-0.047038291525815533,-0.2216139926131073,1.7431137493352808
9.218,-0.39638322153538802,-0.047481239497187092,-0.22132969445311435,1.7492341958846656
9.2200000000000006,-0.39287868427046807,-0.047923604143416967,-0.22103124908854929,1.7552906705961329
9.2219999999999995,-0.38936209945037714,-0.048365356760117308,-0.22071848001369934,1.7612827459716582
9.2240000000000002,-0.38583359664603756,-0.04880646824974378,-0.22039121293525649,1.7672099974760109
9.2260000000000009,-0.38229329973240661,-0.049246914250090673,-0.220049303740386,1.7730720542085279
9.2279999999999998,-0.37874134401527898,-0.049686661827864909,-0.2196925662068521,1.7788684677743902
9.2300000000000004,-0.37517786127769176,-0.050125681096193447,-0.21932083526141818,1.7845988269493978
9.2319999999999993,-0.37160298413566506,-0.050563941830319779,-0.21893394865124097,1.7902627244006839
9.234,-0.36801684605120411,-0.051001413457237216,-0.21853174696431571,1.7958597566803569
9.2360000000000007,-0.36441958132909541,-0.051438065057943232,-0.21811407371859537,1.8013895243435896
9.2379999999999995,-0.3608113251136717,-0.051873865369697673,-0.21768077545110709,1.8068516320667569
9.2400000000000002,-0.35719221338557566,-0.052308782788280932,-0.21723170180706802,1.8122456887655731
9.2420000000000009,-0.35356238295855358,-0.052742785370248728,-0.21676670562900457,1.8175713077131876
9.2439999999999998,-0.34992197147621995,-0.053175840835190176,-0.21628564304586856,1.8228281066583218
9.2460000000000004,-0.34627111233262436,-0.053607920329433116,-0.21578838281351434,1.8280157314993011
9.2479999999999993,-0.34260994572447923,-0.054038990236254962,-0.21527478625530716,1.8331338050998409
9.25,-0.33893861262588371,-0.054469016640449119,-0.21474471832638034,1.838181955352197
9.2520000000000007,-0.33525725335583972,-0.054897966389668956,-0.21419805030760675,1.843159821927761
9.2539999999999996,-0.33156600898638128,-0.05532580605086905,-0.21363465732250553,1.8480670498458156
9.2560000000000002,-0.32786502133675366,-0.055752501914479398,-0.21305441843107059,1.8529032896036706
9.2580000000000009,-0.32415443296762037,-0.056178019998576509,-0.21245721672360332,1.8576681973067595
9.2599999999999998,-0.32043438717524186,-0.056602326053057463,-0.21184293941454138,1.8623614347987756
9.2620000000000005,-0.31670502798565375,-0.057025385563814472,-0.21121147793628656,1.8669826697918093
9.2639999999999993,-0.31296650014887817,-0.057447163756905263,-0.21056272803303874,1.8715315759964393
9.266,-0.30921894565027558,-0.05786762806073515,-0.20989658804884292,1.8760078389699191
9.2680000000000007,-0.30546250839727762,-0.058286744798460813,-0.20921296145441803,1.8804111485421537
9.2699999999999996,-0.30169733757962669,-0.058704476816559964,-0.20851175868622815,1.8847411934194853
9.2720000000000002,-0.29792358013098807,-0.059120788805137124,-0.20779289333480427,1.8889976736816867
9.2740000000000009,-0.29414138361365799,-0.059535645262114988,-0.20705628373725316,1.8931802961664799
9.2759999999999998,-0.29035089620985888,-0.059949010499443227,-0.20630185306959026,1.8972887746044045
9.2780000000000005,-0.28655226671303491,-0.060360848649307332,-0.2055295294390731,1.9013228297536837
9.2799999999999994,-0.28274564451918088,-0.060771123670333535,-0.20473924597654139,1.9052821895350551
9.282,-0.27893117961812036,-0.061179799353799413,-0.20393094092874689,1.9091665891666552
9.2840000000000007,-0.27510902258483549,-0.061586839329839022,-0.20310455775069311,1.9129757712988507
9.2859999999999996,-0.27127932299015245,-0.061992208124927714,-0.20226003974948786,1.9167094826236288
9.2880000000000003,-0.2674422275374137,-0.06239587240161136,-0.20139732378367531,1.9203674698728401
9.2900000000000009,-0.26359789191536315,-0.062797793075503441,-0.20051638124320803,1.9239495064096206
9.2919999999999998,-0.25974646833659115,-0.063197933603976145,-0.1996171752159141,1.9274553645878176
9.2940000000000005,-0.25588810949203472,-0.063596257356411723,-0.1986996742412829,1.9308848247265784
9.2959999999999994,-0.25202296853952322,-0.063992727622259382,-0.19776385239321026,1.9342376752389763
9.298,-0.24815119909227315,-0.064387307619097014,-0.19680968936273191,1.9375137127606843
9.3000000000000007,-0.24427295520743292,-0.064779960500687864,-0.19583717054076882,1.9407127422785984
9.3019999999999996,-0.24038839137459531,-0.065170649365040662,-0.19484628710086457,1.9438345772594947
9.3040000000000003,-0.23649766250430845,-0.065559337262469805,-0.19383703608192235,1.9468790397786859
9.3060000000000009,-0.23260092391661821,-0.065945987203652134,-0.19280942047094998,1.9498459606486498
9.3079999999999998,-0.22869832481104199,-0.066330566170645644,-0.19176340141566434,1.9527351310293775
